fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,Counter
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,9.20.7550.182.20.148101030.99692.871.3610.26,1
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,9.20.920.242.60.08712930.99983.480.549.85,1
9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,9.30.270.4120.0916160.9983.280.79.75,1
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5,9.30.320.5720.07427650.99693.280.7910.75,1
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,9.30.330.451.50.05719370.994983.180.8911.17,1
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,9.30.360.391.50.0841550.996523.470.7310.96,3
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,9.30.360.391.50.0841550.996523.470.7310.96,3
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,9.30.360.391.50.0841550.996523.470.7310.96,3
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,9.30.370.441.60.03821420.995263.240.8110.87,1
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,9.30.380.483.80.1323110.995773.230.5713.26,1
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,9.30.390.42.60.07310260.99843.340.7510.26,1
9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5,9.30.390.442.10.107341250.99783.141.229.55,1
9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,9.30.40.492.50.085381420.99783.220.559.45,1
9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,9.30.410.392.20.06412310.99843.260.6510.25,1
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,9.30.430.441.90.0859220.997083.280.559.55,2
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,9.30.430.441.90.0859220.997083.280.559.55,2
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,9.30.480.292.10.1276160.99683.220.7211.25,1
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6,9.30.490.361.70.0813140.997023.270.7810.96,1
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,9.30.50.361.80.0846170.997043.270.7710.86,1
9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,9.30.610.263.40.0925870.999753.240.629.75,1
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,9.30.6550.2620.0965350.997383.250.429.65,2
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,9.30.6550.2620.0965350.997383.250.429.65,2
9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,9.30.7150.242.10.075200.99663.120.599.95,1
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,9.30.7750.272.80.07824560.99843.310.6710.66,1
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,9.40.240.332.30.06152730.997863.470.910.26,1
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,9.40.270.532.40.0746180.99623.21.13127,2
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,9.40.270.532.40.0746180.99623.21.13127,2
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,9.40.30.562.80.086170.99643.150.9211.78,1
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,9.40.330.592.80.0799300.99763.120.54126,1
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,9.40.340.372.20.0755130.9983.220.629.25,1
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,9.40.3950.464.60.0943100.996393.270.6412.27,1
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,9.40.40.312.20.0913620.99663.070.6310.56,1
9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,5,9.40.40.472.50.0876200.997723.150.510.55,1
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,9.40.410.484.60.07210200.99733.340.7912.27,1
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,9.40.430.242.80.09214450.9983.190.73106,1
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,9.40.50.343.60.0825140.99873.290.5210.76,2
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,9.40.50.343.60.0825140.99873.290.5210.76,2
9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,9.40.590.1420.08425480.99813.140.569.75,1
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5,9.40.6150.283.20.08718721.00013.310.539.75,1
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,9.40.6850.112.70.0776310.99843.190.710.16,1
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,9.40.6850.262.40.082231430.99783.280.559.45,1
9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,9.50.370.5220.0826260.9983.180.519.55,1
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,9.50.370.5220.08812510.996133.290.5811.16,1
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7,9.50.390.418.90.06918390.998593.290.8110.97,1
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,9.50.460.242.70.09214440.9983.120.74106,1
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,9.50.460.496.30.0645170.99883.210.73116,1
9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5,9.50.550.662.30.38712370.99823.170.679.65,1
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,9.50.560.332.40.08935670.99723.280.7311.87,1
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,9.50.570.272.30.082231440.997823.270.559.45,1
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,9.50.590.442.30.07121680.99923.460.639.55,2
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,9.50.590.442.30.07121680.99923.460.639.55,2
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,9.50.7350.12.10.0796310.99863.230.5610.16,1
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,9.50.780.221.90.0776320.99883.260.5610.66,1
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,9.50.860.261.90.07913280.997123.250.62105,1
9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,9.50.8850.272.30.084311450.99783.240.539.45,1
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,9.60.320.471.40.0569240.996953.220.8210.37,1
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,9.60.330.522.20.07413250.995093.360.7612.47,1
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,9.60.380.312.50.09616490.99823.190.7107,1
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6,9.60.380.421.90.0715130.996593.150.7510.56,1
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,9.60.410.372.30.09110230.997863.240.5610.55,1
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6,9.60.420.352.10.08317380.996223.230.6611.16,1
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5,9.60.50.362.80.11626550.997223.180.6810.95,1
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,9.60.540.422.40.08125520.9973.20.7111.46,1
9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,9.60.560.233.40.10237920.99963.30.6510.15,1
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,9.60.560.312.80.08915460.99793.110.92106,1
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,9.60.60.52.30.07928710.99973.50.579.75,2
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,9.60.60.52.30.07928710.99973.50.579.75,2
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,9.60.680.242.20.0875280.99883.140.610.25,2
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,9.60.680.242.20.0875280.99883.140.610.25,2
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,9.60.770.122.90.08230740.998653.30.6410.46,2
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,9.60.770.122.90.08230740.998653.30.6410.46,2
9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5,9.60.880.282.40.086301470.99793.240.539.45,1
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,9.70.2950.41.50.07314210.995563.140.5110.96,1
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,9.70.310.471.60.06213330.99833.270.66106,1
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,5,9.70.320.542.50.09428830.99843.280.829.65,1
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,9.70.420.462.10.0745160.996493.270.7412.36,1
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,9.70.530.620.0395190.995853.30.8612.46,1
9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5,9.70.550.172.90.08720531.00043.140.619.45,1
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5,9.70.660.342.60.09412880.997963.260.6610.15,1
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,9.70.690.322.50.08822910.99793.290.6210.15,2
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,9.70.690.322.50.08822910.99793.290.6210.15,2
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,9.80.250.492.70.08815330.99823.420.9106,1
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,9.80.30.391.70.062390.99483.140.5711.57,1
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,9.80.340.391.40.066370.99473.190.5511.47,1
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,5,9.80.370.392.50.07928650.997293.160.599.85,1
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5,9.80.390.431.650.0685110.994783.190.4611.45,1
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,9.80.440.472.50.0639280.99813.240.6510.86,1
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5,9.80.450.382.50.08134660.997263.150.589.85,1
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,9.80.50.342.30.09410450.998643.240.69.77,1
9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,9.80.50.492.60.255200.9993.310.7910.76,1
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,9.80.510.193.20.0818300.99843.230.5810.56,1
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,9.80.660.393.20.08321590.99893.370.7111.57,2
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,9.80.660.393.20.08321590.99893.370.7111.57,2
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,9.80.880.252.50.104351551.0013.410.6711.25,1
9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,9.80.980.322.30.078351520.9983.250.489.45,1
9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,9.81.240.3420.079321510.9983.150.539.55,1
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,9.90.250.461.70.06226420.99593.180.8310.66,1
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,9.90.270.4950.0829170.994843.190.5212.57,1
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6,9.90.320.5620.073380.995343.150.7311.46,1
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,9.90.350.381.50.05831470.996763.260.8210.67,1
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,9.90.350.412.30.08311610.99823.210.59.55,2
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,9.90.350.412.30.08311610.99823.210.59.55,2
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,9.90.350.552.10.0625140.99713.260.7910.65,1
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,9.90.40.536.70.0976190.99863.270.8211.77,1
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6,9.90.440.462.20.09110410.996383.180.6911.96,1
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,9.90.490.583.50.0949431.00043.290.5895,1
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,9.90.50.242.30.1036140.99783.340.52104,1
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,9.90.50.513.80.20548821.002423.160.758.85,2
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,9.90.50.513.80.20548821.002423.160.758.85,2
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,9.90.530.572.40.09330520.99713.190.7611.67,1
9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5,9.90.540.2620.1117600.997092.940.9810.25,1
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,9.90.540.452.30.07116400.99913.390.629.45,3
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,9.90.540.452.30.07116400.99913.390.629.45,3
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,9.90.540.452.30.07116400.99913.390.629.45,3
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5,9.90.570.2520.10412890.99633.040.910.15,1
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,9.90.590.073.40.10232711.000153.310.719.85,2
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,9.90.590.073.40.10232711.000153.310.719.85,2
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,9.90.630.242.40.0776330.99743.090.579.45,2
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,9.90.630.242.40.0776330.99743.090.579.45,2
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5,9.90.720.551.70.13624520.997523.350.94105,1
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5,9.90.740.195.80.11133760.998783.140.559.45,1
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,9.90.740.282.60.07821770.9983.280.519.85,1
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,90.360.522.10.1115100.995683.310.6211.36,1
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,90.380.412.40.1036100.996043.130.5811.97,1
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6,90.390.41.30.04425500.994783.20.8310.96,1
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6,90.40.4120.05815400.994143.220.612.26,1
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,90.40.432.40.06829460.99433.20.612.26,1
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,90.430.342.50.0826860.99873.380.629.56,1
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,90.440.492.40.078261210.99783.230.589.25,1
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,90.450.492.60.08421750.99873.350.579.75,2
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,90.450.492.60.08421750.99873.350.579.75,2
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5,90.460.232.80.092281040.99833.10.569.25,1
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,90.460.312.80.09319980.998153.320.639.56,1
9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5,90.470.312.70.084241250.99843.310.619.45,1
9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5,90.480.322.80.084211220.99843.320.629.45,1
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,90.530.491.90.1716250.99753.270.619.46,1
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,90.540.492.90.094411100.99823.080.619.25,1
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5,90.580.252.80.07591040.997793.230.579.75,1
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5,90.580.2520.1048210.997693.270.729.65,1
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5,90.60.2920.06932730.996543.340.57105,1
9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5,90.620.041.90.14627900.99843.160.79.45,1
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5,90.660.1730.0775130.99763.290.5510.45,1
9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5,90.6902.40.08819380.9993.350.69.35,1
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,90.7850.241.70.07810210.996923.290.67105,2
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,90.7850.241.70.07810210.996923.290.67105,2
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,90.80.122.40.0838280.998363.330.6510.46,1
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,90.820.052.40.08126960.998143.360.53105,1
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,90.820.142.60.0899230.99843.390.639.85,1
